property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
220,2020658488,https://www.domain.com.au/27-102-spit-road-mosman-nsw-2088-2020658488,domain.com.au,2026-08-18T06:00:00Z,"27/102 Spit Road, Mosman",Mosman,2088,765000,2026-05-15,2026-05-15,0,Private treaty,134,Apartment,1,1,1,,none,1,0,0,"Emanating a calming coastal aesthetic, this charming apartment delivers a thoughtful design basking in glorious district views spanning over to idyllic Quakers Hat Bay, Seaforth, Clontarf and North Head. Capturing a due north facing aspect, the light infused home invites you to stylishly enhanced interiors offering spacious living zones and a covered balcony with mesmerising elevated panoramas.",57,Built in wardrobes;Close to transport;Close to shops;Close to schools;Water Views;Floorboards;Balcony,7,Pello Lower North Shore,Titan Davis,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
221,2020517834,https://www.domain.com.au/7-8-earl-street-mosman-nsw-2088-2020517834,domain.com.au,2026-08-18T06:00:00Z,"7/8 Earl Street, Mosman",Mosman,2088,3000000,2026-05-15,2026-05-08,1,Private treaty,134,Apartment,3,2,2,156.0,listing,1,0,0,"Embracing a north-east corner position in a tightly-held complex, this oversized apartment showcases sophisticated luxury spilling to alfresco entertaining. Instantly liveable, the walk-to-everywhere address is moments to Bridgepoint shops and Mosman Village. Wonderfully versatile opportunity for downsizers or families. Light-filled due north aspect and expansive 156sqm floorplan. Spacious",48,Air conditioning;Built in wardrobes;Pets Allowed;Car Parking - Basement,4,McGrath Lower North Shore - Mosman,Alex Myers,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
222,2020766361,https://www.domain.com.au/33-killarney-street-mosman-nsw-2088-2020766361,domain.com.au,2026-08-18T06:00:00Z,"33 Killarney Street, Mosman",Mosman,2088,4165000,2026-05-14,2026-05-14,0,Auction,133,House,3,2,1,493.0,index,0,0,0,"Flaunting a perfect north to rear aspect, this inviting three-bedroom two-storey home rests upon a quiet family focused tree lined Mosman street on approximately 493sqm of land. Channelling views toward the peaceful serenity of Middle Harbour, there is a strong connection to the postcard setting. Alive with natural light, the interconnecting lounge and dining spaces spill out to a decked",60,Air conditioning;Built in wardrobes;Fireplace(s);Secure Parking;Balcony / Deck;Water Views,6,Ray White Lower North Shore Group,Chris Girling,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
223,2020779304,https://www.domain.com.au/2-7-badham-avenue-mosman-nsw-2088-2020779304,domain.com.au,2026-08-18T06:00:00Z,"2/7 Badham Avenue, Mosman",Mosman,2088,1265000,2026-05-13,2026-05-13,0,Private treaty,132,Apartment,2,1,,,none,1,0,0,"Peaceful sanctuary in sought-after bayside address. Presenting classic Art Deco appeal, this elegant two-bedroom apartment is a stylish retreat of peace and privacy in a boutique block of four. Poised for convenience, the tranquil setting is steps to Mosman Bay Ferry Wharf and a stroll to Avenue Road shops. Elevated ground level position in secure full brick building. Timber floorboards, high ornate ceilings, leadlight windows. Comfortably",66,Close to transport;Close to shops;Pets Allowed;Close to schools;Courtyard;Floorboards,6,McGrath Lower North Shore - Mosman,Alex Myers,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
224,2020635166,https://www.domain.com.au/8-2a-brady-street-mosman-nsw-2088-2020635166,domain.com.au,2026-08-18T06:00:00Z,"8/2A Brady Street, Mosman",Mosman,2088,2225000,2026-05-12,2026-05-12,0,Sold prior to auction,131,Apartment,3,2,2,8882.0,index,1,0,1,"North facing top floor apartment in 'Bridlewood Gardens' - convenience, sun and lifestyle. Part of the Mirvac built lifestyle estate Bridlewood Gardens, this north facing single level security apartment graces the top floor of the peaceful Ashgrove pavilion. With level lift access to the third floor from the foyer and double side-by-side garaging, this quality slice of Mosman real estate offers immediate comfort for discerning downsizers. The light-filled interiors step out to a",73,North facing;Top floor;Security apartment;Lift access;Double garaging;Light-filled interiors;Lifestyle estate,7,Ray White Lower North Shore Group,Geoff Allan,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
225,2020658893,https://www.domain.com.au/13-68-bradleys-head-road-mosman-nsw-2088-2020658893,domain.com.au,2026-08-18T06:00:00Z,"13/68 Bradleys Head Road, Mosman",Mosman,2088,750000,2026-05-12,2026-05-12,0,Private treaty,131,Apartment,1,1,,48.0,index,1,0,0,"Combining a premium Mosman position with iconic panoramas of the Sydney skyline and Opera House, this timeless and light-filled one-bedroom apartment presents an exceptional lifestyle opportunity. Set within a secure, elevated block, this residence is defined by its prime vantage point and sun-drenched interiors that effortlessly maximise natural light. The functional open-plan layout features a",55,Harbour views;Iconic panoramas;Light-filled;Open-plan layout;Secure elevated block;Sun-drenched interiors,6,Ray White Lower North Shore Group,Samuel Petrou,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
226,2020803030,https://www.domain.com.au/6-countess-street-mosman-nsw-2088-2020803030,domain.com.au,2026-08-18T06:00:00Z,"6 Countess Street, Mosman",Mosman,2088,3525000,2026-05-12,2026-05-12,0,Sold prior to auction,131,House,3,2,1,378.0,index,0,0,0,"Situated in one of Mosman's favourite tree lined streets, this gorgeous freestanding home offers endless appeal and unlimited potential in a prized location. Boasting stylish light-filled interiors and a single level floorplan, this is a rare offering in a tightly held locale. Features include: High ornate ceilings, original timber floors Potential to extend and add second storey STCA",58,Close to transport;Close to shops;Close to schools;High ornate ceilings;Original timber floors;Potential to extend and add second storey STCA,6,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
227,2020628335,https://www.domain.com.au/2-dugald-road-mosman-nsw-2088-2020628335,domain.com.au,2026-08-18T06:00:00Z,"2 Dugald Road, Mosman",Mosman,2088,7600000,2026-05-11,2026-05-11,0,Private treaty,130,House,5,3,2,739.0,index,0,0,0,"A substantial landholding moments from Balmoral Beach. Set within a quiet, tightly held street, this is a home of genuine scale, with a layout that supports family living with clarity and ease. A level parcel of 739sqm provides a rare sense of openness so close to Balmoral Beach. Established gardens, level lawns and a pool sit naturally alongside the home, with a clear connection from the kitchen and living areas. Living spaces are generous and well",76,Air conditioning;Close to transport;Close to shops;Alarm System;Swimming Pool;Intercom;Close to schools,7,Atlas Lower North Shore,Jacqui Wansey,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
228,2020676985,https://www.domain.com.au/22-cowles-road-mosman-nsw-2088-2020676985,domain.com.au,2026-08-18T06:00:00Z,"22 Cowles Road, Mosman",Mosman,2088,5605000,2026-05-05,2026-05-05,0,Sold prior to auction,124,House,4,2,1,616.0,index,0,0,0,"Classic Federation, Exceptional Single Level Floorplan Enjoying a prized village location and proudly placed on a large 616m2 corner block, this stunning turn key Federation residence is set amongst established landscaped gardens and offers an enviable lifestyle of privacy and absolute convenience. Boasting a generous single level floorplan with soaring ornate ceilings, wide hallway and original polished timber floors this is a quintessential Mosman",64,Close to transport;Close to shops;Close to schools;Prestige Homes,4,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
229,2020658462,https://www.domain.com.au/unit-3-3-belmont-road-mosman-nsw-2088-2020658462,domain.com.au,2026-08-18T06:00:00Z,"Unit 3/3 Belmont Road, Mosman",Mosman,2088,1900000,2026-05-04,2026-05-04,0,Private treaty,123,Apartment,2,2,2,,none,1,0,0,"Private Villa Retreat in Prime Mosman Location Set within a quiet and well-maintained boutique style building, this beautifully presented home offers space, privacy, and exceptional lifestyle appeal all just moments from the heart of Mosman. With its private entry and generous proportions throughout, the residence is perfect for owner-occupiers seeking comfort or investors looking for a quality addition to their portfolio.",61,Gas;Bath,2,Home Unit Headquarters,,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
230,2020947425,https://www.domain.com.au/5-euryalus-street-mosman-nsw-2088-2020947425,domain.com.au,2026-08-18T06:00:00Z,"5 Euryalus Street, Mosman",Mosman,2088,6400000,2026-05-01,2026-06-26,1,Private treaty,120,House,4,2,,647.0,index,0,0,0,Sold By Sabrina Gao. Contact Sabrina Gao for more information.,10,,0,Ray White Lower North Shore Group,Sabrina Gao,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
231,2020368625,https://www.domain.com.au/32-419-445-military-road-mosman-nsw-2088-2020368625,domain.com.au,2026-08-18T06:00:00Z,"32/419-445 Military Road, Mosman",Mosman,2088,1100000,2026-05-01,2026-05-01,0,Private treaty,120,Apartment,2,1,1,,none,1,0,0,"Enjoying a top floor position and expansive district outlooks, this well presented apartment boasts a spacious floorplan and provides an ultra convenient lifestyle. Situated in a well maintained security complex close to Spit Junction and Mosman village this is a great opportunity for first home buyers and/or discerning investors. Features include: Light stylish interiors, timber floors",56,Top floor position;District outlooks;Spacious floorplan;Light stylish interiors;Timber floors;Security complex;Close to Spit Junction,7,Murphy Residential,Taylor Cranwell,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
232,2020763446,https://www.domain.com.au/41-lang-street-mosman-nsw-2088-2020763446,domain.com.au,2026-08-18T06:00:00Z,"41 Lang Street, Mosman",Mosman,2088,3350000,2026-05-01,2026-05-01,0,Sold prior to auction,120,House,3,2,,329.0,listing,0,0,0,"Grand Federation Semi, Exceptional Single level floorplan. Boasting timeless Federation elegance and a large level 329sqm parcel, this generous single level home will appeal to families of all ages. Defined by stylish light-filled interiors and easy single level living, this is a rare find in one of Mosmans most popular streets. Features include: Classic Frontage, wide hallway, high ornate ceilings, original polished timber floors throughout Three",66,Built in wardrobes;Close to transport;Close to shops;Close to schools,4,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
233,2020728938,https://www.domain.com.au/37-dalton-road-mosman-nsw-2088-2020728938,domain.com.au,2026-08-18T06:00:00Z,"37 Dalton Road, Mosman",Mosman,2088,3450000,2026-04-29,2026-04-29,0,Sold prior to auction,118,House,4,1,1,,none,0,0,0,"Stunning Renovated Semi of Architectural Excellence. Graced with an enchanting period facade, this beautiful character semi expertly fuses all its original refinement with a stunning architectural renovation by Phil Corben and elegant modern luxuries. Capturing a prized north to rear aspect on a generous block, the distinctly sophisticated haven showcases relaxed single level living and private tranquil outdoor entertaining areas. Its quiet no",63,Character semi;Period facade;Architectural renovation;North-facing;Single level;Outdoor entertaining,6,Pello Lower North Shore,David Smeallie,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
234,2020626134,https://www.domain.com.au/24-27-warringah-road-mosman-nsw-2088-2020626134,domain.com.au,2026-08-18T06:00:00Z,"24/27 Warringah Road, Mosman",Mosman,2088,788000,2026-04-23,2026-04-23,0,Private treaty,112,Apartment,1,1,1,,none,1,0,0,"Positioned on the top floor of a well-maintained block in highly sought-after Mosman, this bright one-bedroom apartment captures elevated views, abundant natural light and refreshing coastal breezes. Designed for easy living, the open-plan lounge and dining area flows seamlessly onto a sunny balcony. The apartment features a generously sized bedroom, a well-presented kitchen, and a neat bathroom.",57,Area Views;Close to transport;Close to shops;Intercom,4,Olsen Romano Estate Agents,Anthony Romano,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
235,2020198142,https://www.domain.com.au/4-19-21-countess-street-mosman-nsw-2088-2020198142,domain.com.au,2026-08-18T06:00:00Z,"4/19-21 Countess Street, Mosman",Mosman,2088,3000000,2026-04-22,2026-02-05,1,Private treaty,111,Townhouse,3,3,2,,none,0,0,0,"Designer Terrace, Quality Construction. Conveniently located within a stylish boutique development, this architect designed terrace offers a fabulous low maintenance lifestyle. Combining a practical and spacious floor-plan with superior finishes this home will appeal to buyers of all ages. Chic light filled interiors, ideal for entertaining. 3 large bedrooms all with built ins, main with balcony. 2 bathrooms.",58,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Pets Allowed;Close to schools;Ensuite;Car Parking - Basement,8,Murphy Residential,David Murphy,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
236,2020742877,https://www.domain.com.au/3-glover-street-mosman-nsw-2088-2020742877,domain.com.au,2026-08-18T06:00:00Z,"3 Glover Street, Mosman",Mosman,2088,5600000,2026-04-20,2026-04-20,0,Sold prior to auction,109,House,5,2,1,515.0,index,0,0,0,"Alive with natural light, this striking c1915 Mosman classic has been thoughtfully reimagined and extended to create a sanctuary of style from within an idyllic yet highly convenient pocket close to Memory Park and the lifestyle attractions of the Avenue Road shopping village",43,Northern sun exposure;c1915 classic;renovated and extended;open floorplan;family home;convenient location,6,Ray White Lower North Shore Group,Bernard Ryan,1168.953115,10,1109.539971,10,10,8,28329,3565500,1340000,576
