property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
56,2020810217,https://www.domain.com.au/g01-7-balmoral-street-blacktown-nsw-2148-2020810217,domain.com.au,2026-08-18T06:00:00Z,"G01/7 Balmoral Street, Blacktown",Blacktown,2148,620000,2026-07-03,2026-07-03,0,Private treaty,183,Apartment,2,2,1,,none,1,0,0,"SOLD BY UMANG URBANE RE. PLEASE CALL TO LEARN MORE ABOUT THE URBANE SALES STRATEGY OR FOR A FREE MARKET APPRAISAL. Welcome to G01/7 Balmoral Street, proudly presented by Umang and the team at Urbane Real Estate. Situated in the prestigious The Atrium complex, this sophisticated ground-floor residence offers the perfect blend of modern luxury and urban convenience, designed for those who",62,Built in wardrobes;Gas;Internal Laundry;Secure Parking;Intercom;Dishwasher;Balcony / Deck;Air conditioning;Reverse Cycle Air Conditioning;Ensuite,10,Urbane Real Estate,Umang Pokharel,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
57,2020970936,https://www.domain.com.au/56-anthony-street-blacktown-nsw-2148-2020970936,domain.com.au,2026-08-18T06:00:00Z,"56 Anthony Street, Blacktown",Blacktown,2148,1150000,2026-07-03,2026-07-03,0,Private treaty,183,House,3,2,4,565.0,index,0,0,0,"Family Home with Exceptional Future Potential. Positioned in a sought-after pocket of Blacktown, this beautifully maintained family home presents an exceptional opportunity for families, investors, and developers alike. Set on a generous 565sqm block with an impressive 21.1m frontage and 26.5m depth, this property offers outstanding future potential including duplex and granny flat possibilities (STCA). Freshly painted and owner occupied, the",61,Corner block;Duplex potential;Granny flat potential;21.1m frontage;26.5m depth;Freshly painted;Owner occupied,7,Den Real Estate,Denjola Bhutia,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
58,2020627961,https://www.domain.com.au/23-bristol-circuit-blacktown-nsw-2148-2020627961,domain.com.au,2026-08-18T06:00:00Z,"23 Bristol Circuit, Blacktown",Blacktown,2148,950000,2026-06-27,2026-06-27,0,Private treaty,177,House,3,1,1,,none,0,0,0,"Discover the perfect blend of comfort and convenience in this beautifully maintained three bedroom brick home, nestled in one of Blacktown's most desirable pockets. Ideal for growing families, first home buyers, or savvy investors, this property delivers a lifestyle of ease in a tranquil, tree-lined street. Inside, You'll Love: Three generously proportioned bedrooms, each with built-in",56,Air conditioning;Dishwasher;Outdoor Entertaining;Fully fenced;Built in wardrobes,5,LJ Hooker Caringbah,Richard Tsotras,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
59,2020886881,https://www.domain.com.au/8-paul-street-blacktown-nsw-2148-2020886881,domain.com.au,2026-08-18T06:00:00Z,"8 Paul Street, Blacktown",Blacktown,2148,1000000,2026-06-27,2026-06-27,0,Auction,177,House,3,1,1,556.0,index,0,0,0,"Andrew Ienna proudly presents this well positioned home in a peaceful yet highly accessible pocket in Blacktown. This well-maintained 3 bedroom home is offering a functional floor plan and ample living space that suits families, new buyers, and investors alike. The home opens to a comfortable lounge that leads smoothly into the dining area and practical kitchen, creating a cohesive space for",62,Internal Laundry,1,Laing+Simmons Blacktown,Andrew Ienna,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
60,2020870344,https://www.domain.com.au/12-19-21-oxford-street-blacktown-nsw-2148-2020870344,domain.com.au,2026-08-18T06:00:00Z,"12/19-21 Oxford Street, Blacktown",Blacktown,2148,450000,2026-06-22,2026-06-30,1,Auction,172,Apartment,2,2,1,,none,1,0,0,"Perfectly designed for modern, low-maintenance living, this impressive apartment features contemporary hybrid timber flooring and bright LED downlights equipped with custom dimmers. The intelligent layout opens to a dedicated entry foyer with an internal laundry, flowing seamlessly into a generous light-filled living and dining zone with split-system air conditioning. Adjacent, the gourmet gas",53,Air conditioning;Balcony;Close to schools;Close to shops;Close to transport;Ensuite;Floorboards;Intercom;One level;Outdoor Entertainment Area;Oversized balcony/terrace;Secure Parking;Split-System Air Conditioning;Toilet Facilities;Window Treatments,15,McGrath Parramatta,Murtaza Rezaie,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
61,2020911459,https://www.domain.com.au/1-wilga-street-blacktown-nsw-2148-2020911459,domain.com.au,2026-08-18T06:00:00Z,"1 Wilga Street, Blacktown",Blacktown,2148,950000,2026-06-20,2026-06-22,1,Sold prior to auction,170,House,3,1,1,626.0,index,0,0,0,"Held by the same family for more than a quarter of a century, this loved brick home presents an outstanding opportunity for first home buyers, investors and renovators. Perched in a highset quiet street with picturesque views towards the mountains, the home is neat, original, and well maintained.",48,Brick home;Highset;Mountain views;Original;Well maintained;First home buyers;Investors;Renovators,8,Ray White Castle Hill,Craig Robinson,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
62,2020963672,https://www.domain.com.au/14-8-10-fourth-avenue-blacktown-nsw-2148-2020963672,domain.com.au,2026-08-18T06:00:00Z,"14/8-10 Fourth Avenue, Blacktown",Blacktown,2148,480000,2026-06-17,2026-07-01,1,Private treaty,167,Apartment,2,1,,3681.0,index,1,0,1,SOLD OFF MARKET BY MARC HADDAD. CONTACT ME FOR MORE INFORMATION ON OUR $0 MARKETING STRATEGY,16,Off Market,1,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
63,2020777235,https://www.domain.com.au/4-21-29-third-avenue-blacktown-nsw-2148-2020777235,domain.com.au,2026-08-18T06:00:00Z,"4/21-29 Third Avenue, Blacktown",Blacktown,2148,440000,2026-06-16,2026-06-16,0,Private treaty,166,Apartment,2,2,1,,none,1,0,0,"Spacious Ground Floor Living with Private Courtyard & Strong Rental Return. Positioned in a convenient and well-maintained complex, this modern 2-bedroom unit offers the perfect blend of comfort, space, and investment potential. Boasting a functional layout with quality finishes throughout, this home is ideal for savvy investors or those seeking low-maintenance living. The property features a well-appointed kitchen with gas cooking, flowing seamlessly into the open-plan",66,Ensuite,1,Harcourts Your Place,Kenny Gwynn,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
64,2020782443,https://www.domain.com.au/28-reservoir-road-blacktown-nsw-2148-2020782443,domain.com.au,2026-08-18T06:00:00Z,"28 Reservoir Road, Blacktown",Blacktown,2148,1040000,2026-06-16,,0,Other,166,House,3,2,2,651.0,index,0,0,0,"Opportunity Knocks in South Blacktown - Must be Sold! This oversized three-bedroom family home sitting on a large 651sqm block is located within walking distance to premier schools, shops, train station and in one of the districts best areas. Once you enter, you feel the warmth and charm the home exudes! Large 651sqm block with side access - potential subdivision/dual occupancy (subject to state government/council approval) Spacious bedrooms",68,"Large block;Side access;Potential subdivision/dual occupancy;Spacious bedrooms;Walking distance to schools, shops, train station",5,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
65,2020494461,https://www.domain.com.au/24-valentine-street-blacktown-nsw-2148-2020494461,domain.com.au,2026-08-18T06:00:00Z,"24 Valentine Street, Blacktown",Blacktown,2148,1580000,2026-06-16,2026-06-16,0,Private treaty,166,House,5,2,2,556.0,index,0,0,0,"Luxury, Space, Lifestyle, rare find is this oversized five bedroom brick veneer family home boasting formal and informal living areas which is peacefully positioned within walking distance to premier schools, shops, train station and in one of the districts best areas. Once you enter, you feel the warmth and charm the home exudes! With a vendor screaming must sell, inspection is a must",63,"Luxury;Family home;Brick veneer;Formal and informal living areas;Walking distance to schools, shops, train station",5,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
66,2020919580,https://www.domain.com.au/2-archer-street-blacktown-nsw-2148-2020919580,domain.com.au,2026-08-18T06:00:00Z,"2 Archer Street, Blacktown",Blacktown,2148,985000,2026-06-15,2026-06-15,0,Private treaty,165,House,3,1,3,607.0,index,0,0,0,"607m2 Block! Land Value Opportunity! Sought After Southside Location! Positioned on a generous 607m2 block, this original 3 bedroom home presents an outstanding land value opportunity for 1st time buyers, investors, renovators or those looking to secure a sizeable parcel of land in a highly sought-after Blacktown location. Whether you're looking to renovate, rebuild your dream home or explore future potential (STCA), the possibilities here are endless.",67,Land value opportunity;Southside location;Original home;Renovation potential,4,LJ Hooker Blacktown,Matthew Lucas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
67,2020861626,https://www.domain.com.au/4-burnie-street-blacktown-nsw-2148-2020861626,domain.com.au,2026-08-18T06:00:00Z,"4 Burnie Street, Blacktown",Blacktown,2148,1225000,2026-06-14,2026-06-14,0,Auction,164,House,3,1,2,,none,0,0,0,"Perfectly blending timeless street appeal with modern family comfort, this beautifully renovated brick residence presents an outstanding opportunity within a highly convenient Blacktown setting. Showcasing refreshed interiors, quality finishes and seamless indoor-outdoor living, the home has been thoughtfully transformed for effortless family enjoyment. Offering three spacious bedrooms, open plan",49,Built in wardrobes;Close to transport;Close to shops;Close to schools;Security Access;Deck;Secure Parking;Dishwasher;Floorboards;Split-System Air Conditioning,10,Richard Matthews Real Estate,Eddie Elgun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
68,2020822208,https://www.domain.com.au/31-31a-tulloch-street-blacktown-nsw-2148-2020822208,domain.com.au,2026-08-18T06:00:00Z,"31 & 31A Tulloch Street, Blacktown",Blacktown,2148,1340000,2026-06-13,2026-07-10,1,Auction,163,House,6,3,4,556.0,index,0,0,0,"Positioned in a convenient and family-friendly pocket of Blacktown, this outstanding property presents a rare opportunity for large families, investors or those seeking dual-living flexibility, offering a spacious four-bedroom residence complemented by a well-appointed two-bedroom granny flat. The main home features a practical single-level layout with generous living zones",49,Granny flat;Dual living;Investment property;Combined rental income,4,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
69,2020840576,https://www.domain.com.au/40-balmoral-street-blacktown-nsw-2148-2020840576,domain.com.au,2026-08-18T06:00:00Z,"40 Balmoral Street, Blacktown",Blacktown,2148,936000,2026-06-13,2026-06-13,0,Auction,163,House,2,1,2,693.0,index,0,0,0,"Location! Location! Location! - Large 693.8sqm Block With Walk To Train Station! Calling all astute investors or developers, rare find is this well presented two bedroom home sitting on a large 693.8sqm high set block of land. Located within a stone's throw to Blacktown Westpoint, premier schools and train station it offers comfortable living in one of the districts best areas and is brimming with versatility.",66,Large block;Walk to train station;Near schools;High set;Investor/developer opportunity,5,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
70,2020830711,https://www.domain.com.au/11-russell-street-blacktown-nsw-2148-2020830711,domain.com.au,2026-08-18T06:00:00Z,"11 Russell Street, Blacktown",Blacktown,2148,1170000,2026-06-13,,0,Auction,163,House,4,2,1,562.0,index,0,0,0,"Positioned in a well-connected pocket of Blacktown, this expansive two-level residence offers an exceptional opportunity for growing families, multi-generational living, or savvy investors seeking versatility, space, and convenience. Thoughtfully designed across two generous levels, the home delivers a flexible floorplan featuring four well-appointed bedrooms, multiple living zones, and",48,Two-level residence;flexible floorplan;multiple living zones,3,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
71,2020710145,https://www.domain.com.au/30-stewart-avenue-blacktown-nsw-2148-2020710145,domain.com.au,2026-08-18T06:00:00Z,"30 Stewart Avenue, Blacktown",Blacktown,2148,1000000,2026-06-13,2026-06-13,0,Auction,163,House,3,2,,556.0,index,0,0,0,"Positioned in a quiet and convenient location, this well-kept home offers a great opportunity for first-home buyers, families or investors looking to enter the market. Featuring a practical layout with open plan lounge and dining areas, the home provides comfortable everyday living with plenty of natural light throughout. Set on a generous block with a spacious backyard, there's room for kids to",62,Close to transport;Close to shops;Close to schools,3,Starr Partners Blacktown,Mark Vella,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
72,2020853519,https://www.domain.com.au/63-newhaven-avenue-blacktown-nsw-2148-2020853519,domain.com.au,2026-08-18T06:00:00Z,"63 Newhaven Avenue, Blacktown",Blacktown,2148,1300000,2026-06-13,,0,Auction,163,House,4,2,2,876.0,index,0,0,0,"Opportunity Knocks in South Blacktown - Don't Miss Out! Standing tall and proud on the high side of the street and located within walking distance to premier schools, shops, Blacktown Hospital, transport and in one of the districts best areas, rare find is this oversized four bedroom brick veneer family home boasting open plan living areas which offers warm, everyday living and leaves nothing to be desired by way of comfort and appeal!",73,"Open plan living;Brick veneer;High side of street;Walking distance to schools, shops, hospital, transport",4,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
73,2020786104,https://www.domain.com.au/13-turner-street-blacktown-nsw-2148-2020786104,domain.com.au,2026-08-18T06:00:00Z,"13 Turner Street, Blacktown",Blacktown,2148,1020000,2026-06-12,2026-06-12,0,Private treaty,162,House,3,1,2,562.0,index,0,0,0,"Positioned on a level corner block with desirable dual street frontage, this well-maintained home presents an outstanding opportunity for families, investors, or developers seeking flexibility and future potential (STCA). Set on approximately 562sqm, the property offers a functional single-level layout with generous indoor and outdoor spaces, complemented by excellent access and parking options.",53,Air conditioning;Built in wardrobes;Close to transport;Close to schools;Dishwasher,5,Maison Bridge Property,Sandy Shi,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
74,2021007005,https://www.domain.com.au/28-duckmallois-avenue-blacktown-nsw-2148-2021007005,domain.com.au,2026-08-18T06:00:00Z,"28 DUCKMALLOIS AVENUE, Blacktown",Blacktown,2148,1225000,2026-06-12,2026-06-12,0,Private treaty,162,House,3,1,2,834.0,index,0,0,0,"Perfectly positioned in one of Blacktown's most tightly held and highly sought-after Southside pockets, 28 Duckmallois Avenue presents an outstanding opportunity to secure a rare 834.7sqm parcel of land packed with future potential. Whether you're a first home buyer looking to break into the market, a renovator chasing your next project, an investor seeking future upside, or a developer exploring",60,First home buyer opportunity;Renovator project;Developer potential;South Blacktown location,4,Agency HQ (NSW) Pty Ltd,Todd O'Brien,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
75,2020865287,https://www.domain.com.au/36-wilga-street-blacktown-nsw-2148-2020865287,domain.com.au,2026-08-18T06:00:00Z,"36 Wilga Street, Blacktown",Blacktown,2148,1085000,2026-06-12,2026-06-12,0,Private treaty,162,House,3,2,2,563.0,index,0,0,0,"Set within a peaceful family oriented pocket of Blacktown, this beautifully presented brick residence delivers exceptional comfort, practicality and lifestyle appeal across a versatile single level layout. Showcasing polished floorboards, stylish renovated interiors and an enormous basement storage retreat, the home blends everyday functionality with effortless entertaining. Positioned moments",49,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools;Deck;Courtyard;Floorboards,8,Richard Matthews Real Estate,Eddie Elgun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
76,2020583769,https://www.domain.com.au/27-13-19-devitt-street-blacktown-nsw-2148-2020583769,domain.com.au,2026-08-18T06:00:00Z,"27/13-19 Devitt Street, Blacktown",Blacktown,2148,488000,2026-06-09,2026-06-09,0,Private treaty,159,Apartment,2,1,1,,none,1,0,0,Renovated 2 bedroom apartment in the heart of Blacktown. This stylish apartment offers unbeatable convenience and quality renovations. With all the hard work done for you it is ideal for first home buyers and investors! The property is conveniently located close to all the great amenities the Blacktown CBD has to offer! Property Features: 2 generous size,57,Balcony;Built in wardrobes;Air conditioning,3,Rizk Realty,Dori Rizk,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
77,2020603608,https://www.domain.com.au/1505-5-second-avenue-blacktown-nsw-2148-2020603608,domain.com.au,2026-08-18T06:00:00Z,"1505/5 Second Avenue, Blacktown",Blacktown,2148,422500,2026-06-09,2026-06-09,0,Private treaty,159,Apartment,2,2,1,,none,1,0,0,"Spacious Apartment Steps from Station & Shops. Beautifully maintained 2-bedroom apartment in Belysa complex on Level 15 with elevated district views. Perfect for first-home buyers, investors, or downsizers seeking comfort, convenience and luxury in heart of Blacktown.",37,Built in wardrobes;Internal Laundry;Intercom;Air conditioning;Heating;Dishwasher;Secure Parking;Balcony / Deck;Garden / Courtyard;City Views,10,Ray White Beaumont Hills,Varsha Tripathi,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
78,2020834167,https://www.domain.com.au/97-130-reservoir-road-blacktown-nsw-2148-2020834167,domain.com.au,2026-08-18T06:00:00Z,"97/130 Reservoir Road, Blacktown",Blacktown,2148,775000,2026-06-09,2026-06-29,1,Private treaty,159,Townhouse,3,1,2,,none,0,0,0,"Spacious townhouse in one of Blacktown's most sought-after complexes. Beautifully maintained and tastefully updated with practical open-plan design and quality upgrades throughout. Ideal for first home buyers, downsizers, or savvy investors.",31,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools,5,Sky Property Blacktown,Fayez Abdo,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
79,2020897230,https://www.domain.com.au/14-5-griffiths-street-blacktown-nsw-2148-2020897230,domain.com.au,2026-08-18T06:00:00Z,"14/5 Griffiths Street, Blacktown",Blacktown,2148,430000,2026-06-05,2026-06-05,0,Private treaty,155,Apartment,2,1,1,8284.0,index,1,0,1,"Welcome to this well-presented apartment located at 14/5 Griffiths Street, Blacktown offering the perfect blend of comfort, convenience, and low-maintenance living. Spacious bedroom with built-in wardrobe. Modern kitchen with quality appliances and ample storage. Open-plan living and dining area filled with natural light. Neat and tidy bathroom with contemporary finishes.",50,Spacious bedroom with built-in wardrobe;Modern kitchen;Open-plan living and dining;Neat and tidy bathroom,4,Ray White Blacktown City,Niman Kayastha,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
80,2020806000,https://www.domain.com.au/13-brickfield-place-blacktown-nsw-2148-2020806000,domain.com.au,2026-08-18T06:00:00Z,"13 Brickfield Place, Blacktown",Blacktown,2148,972553,2026-06-04,2026-06-04,0,Sold prior to auction,154,House,3,2,1,417.0,index,0,0,0,"Positioned in a peaceful and convenient pocket of Blacktown, this well-maintained single-level residence offers a practical layout, generous living spaces, and great potential for families, first-home buyers, or investors alike. Step inside to discover a welcoming lounge room that flows effortlessly into a dedicated meals area and functional kitchen, creating a central hub for everyday living.",56,Single-level;Indoor-outdoor entertaining;Lounge room;Meals area;Functional kitchen,5,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
81,2020736266,https://www.domain.com.au/404-7-balmoral-street-blacktown-nsw-2148-2020736266,domain.com.au,2026-08-18T06:00:00Z,"404/7 Balmoral Street, Blacktown",Blacktown,2148,625000,2026-06-02,2026-06-02,0,Private treaty,152,Apartment,2,2,1,106.0,listing,1,0,0,"Welcome to Unit 404 at ""The Atrium,"" 7-9 Balmoral Street, Blacktown a modern oasis that perfectly combines luxury, comfort, and convenience in one of Sydney's most dynamic suburbs. This newly constructed apartment offers the ultimate in contemporary living and convenience, with every detail designed to meet your lifestyle needs and an unbeatable location within walking distance to Westpoint",58,Air conditioning;Intercom;Ensuite(s);Secure Parking;Balcony;Fully fenced;Dishwasher;Ducted Heating;Ducted Cooling;Reverse cycle air conditioning,10,Reston Real Estate,Eric Muriniti,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
82,2020745762,https://www.domain.com.au/5-mariko-place-blacktown-nsw-2148-2020745762,domain.com.au,2026-08-18T06:00:00Z,"5 Mariko Place, Blacktown",Blacktown,2148,1215000,2026-06-01,2026-06-19,1,Private treaty,151,House,4,2,2,450.0,index,0,0,0,"Spacious family home offering space, versatility, and comfort in a family-friendly setting. Well-designed with practical layout featuring multiple living areas and seamless indoor-outdoor connection. Perfectly suited for growing families or savvy investors.",32,Multiple living zones;open-plan living;indoor-outdoor connection;quiet cul-de-sac;family-friendly setting,5,Ray White (United Group),Marc Haddad,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
83,2020813364,https://www.domain.com.au/7-essex-street-blacktown-nsw-2148-2020813364,domain.com.au,2026-08-18T06:00:00Z,"7 Essex Street, Blacktown",Blacktown,2148,955000,2026-05-30,2026-05-30,0,Auction,149,House,3,1,3,556.0,index,0,0,0,"3 Bedroom Home With 2 Living Areas! 556m2 Block With 15.240m Frontage! Motivated Sellers! Positioned in a convenient and quiet location, this neatly presented 3-bedroom home offers comfort, space and outstanding potential for first home buyers, growing families or savvy investors alike. Boasting a generous combined living and dining area plus a separate family room, the home provides plenty of space for everyday living and entertaining.",66,Air conditioning;Built in wardrobes;Dishwasher;Heating;Gas Hot Water Service;Rumpus Room;Secure Parking,7,LJ Hooker Blacktown,Matthew Lucas,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
84,2020664676,https://www.domain.com.au/7-highpoint-drive-blacktown-nsw-2148-2020664676,domain.com.au,2026-08-18T06:00:00Z,"7 Highpoint Drive, Blacktown",Blacktown,2148,1300000,2026-05-29,2026-05-29,0,Private treaty,148,House,4,2,2,514.0,index,0,0,0,"A Grand Family Residence Offering Space, Style and Lifestyle. Perfectly positioned in one of Blacktown's most convenient and family-friendly locations. Set on an expansive 514m2 parcel of land, this beautifully designed home delivers an outstanding combination of space, comfort, and contemporary style. From the moment you enter through the impressive front door, you are greeted by a sense of grandeur, thoughtful design, and premium finishes that flow throughout.",68,Air conditioning;Area Views;Close to transport;Close to shops;Alarm System;Close to schools;Ensuite,7,Sky Property Blacktown,Fayez Abdo,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
85,2020717012,https://www.domain.com.au/11b-meroo-street-blacktown-nsw-2148-2020717012,domain.com.au,2026-08-18T06:00:00Z,"11B Meroo Street, Blacktown",Blacktown,2148,1130000,2026-05-29,2026-05-29,0,Private treaty,148,House,3,1,2,819.0,index,0,0,0,"Walk to Station and Westpoint - Comfortable Living Awaits! Positioned for convenience and comfort, this well-presented 3-bedroom battleaxe home offers a fantastic opportunity for families or investors alike. With generous indoor and outdoor spaces, modern finishes, and easy access to transport and shopping, it ticks all the right boxes! 3 well-sized bedrooms, main and second with built-in wardrobes. Brand new kitchen featuring stone.",63,Air conditioning;Bath;Built in wardrobes;Dishwasher;Garden / Courtyard;Internal Laundry,6,Laing+Simmons Wentworthville,Alan Fowler,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
86,2020857112,https://www.domain.com.au/33-45-bungarribee-road-blacktown-nsw-2148-2020857112,domain.com.au,2026-08-18T06:00:00Z,"33/45 Bungarribee Road, Blacktown",Blacktown,2148,760000,2026-05-28,2026-05-28,0,Private treaty,147,Townhouse,3,2,1,,none,0,0,0,"Rare find, this immaculately presented three bedroom townhouse is centrally located to schools, shops, Blacktown Hospital, transport and in one of the districts best areas. Once you enter, you feel the warmth and charm the home exudes. Full of Surprises - Must Be Sold!",44,Spacious bedrooms with mirrored built-in wardrobes;Ensuite to main;Gas cooking;Well-appointed kitchen,4,Harcourts Unlimited Real Estate,Andrew Chrysanthou,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
87,2020814329,https://www.domain.com.au/2-17-bruce-street-blacktown-nsw-2148-2020814329,domain.com.au,2026-08-18T06:00:00Z,"2/17 Bruce Street, Blacktown",Blacktown,2148,437000,2026-05-27,2026-05-27,0,Sold prior to auction,146,Apartment,2,2,1,,none,1,0,0,"Ground floor 2-bedroom, 2-bathroom apartment in well-maintained complex. Both spacious bedrooms feature mirrored built-in wardrobes and direct balcony access, filling home with natural light and fresh air. Designed for effortless indoor-outdoor living in heart of Blacktown.",36,Built in wardrobes;Secure Parking;Balcony / Deck,3,Laing+Simmons Blacktown,Jose (Joe) Landicho,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
88,2020786385,https://www.domain.com.au/9-60-patricia-street-blacktown-nsw-2148-2020786385,domain.com.au,2026-08-18T06:00:00Z,"9/60 Patricia Street, Blacktown",Blacktown,2148,740000,2026-05-27,2026-05-27,0,Private treaty,146,Townhouse,2,1,2,224.0,index,0,0,0,"2 Bed plus Study Townhouse offering practical blend of comfort and functionality, with scope to update and add personal touch. Retains warm and welcoming feel, solid option for first-home buyers, renovators or investors. Natural light filters into spaces.",38,Built in wardrobes;Bath;Heating;Study;Secure Parking;Balcony/Deck,6,Ray White (United Group),Nathan Lee,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
89,2020815884,https://www.domain.com.au/9-19-21-oxford-street-blacktown-nsw-2148-2020815884,domain.com.au,2026-08-18T06:00:00Z,"9/19-21 Oxford Street, Blacktown",Blacktown,2148,513000,2026-05-26,2026-06-10,1,Private treaty,145,Apartment,2,2,1,116.0,index,1,0,0,"Spacious, Stylish and Perfectly Positioned. Tucked away in a quiet, well-maintained complex, this immaculately presented apartment delivers effortless modern living with nothing left to do. Showcasing a light-filled open plan design, fresh contemporary finishes and two standout balconies, it's perfectly suited to first home buyers or savvy investors seeking a turn-key opportunity. Currently leased to stellar tenants.",57,Air conditioning;Area Views;Built in wardrobes;Close to transport;Close to shops;Intercom;Close to schools;Ensuite;Security Access;Lift Installed;Car Parking - Basement;Balcony;Dishwasher;Floorboards;Secure Parking,15,Starr Partners Blacktown,Jodie Feeney,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
90,2020836620,https://www.domain.com.au/30-173a-reservoir-road-blacktown-nsw-2148-2020836620,domain.com.au,2026-08-18T06:00:00Z,"30/173a Reservoir Road, Blacktown",Blacktown,2148,800000,2026-05-26,2026-06-02,1,Private treaty,145,Townhouse,3,1,1,153.0,index,0,0,0,"Beautifully updated throughout, this stylish family townhouse delivers a seamless blend of modern comfort, quality finishes, and low-maintenance living in a highly convenient Blacktown location. Featuring a renovated kitchen and bathroom, light-filled interiors, and generous proportions across its well-designed layout, the home is perfectly suited to families, first home buyers, or investors.",52,Renovated kitchen;Renovated bathroom;Light-filled interiors;Generous backyard;Low-maintenance,5,McGrath Blacktown,Monique Layoun,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
91,2020871091,https://www.domain.com.au/g16-10-14-carinya-street-blacktown-nsw-2148-2020871091,domain.com.au,2026-08-18T06:00:00Z,"G16/10-14 Carinya Street, Blacktown",Blacktown,2148,590000,2026-05-26,2026-05-26,0,Private treaty,145,Apartment,2,2,1,3341.0,index,1,0,1,"Modern Apartment in Prime Blacktown Location. Positioned within a well-maintained and secure complex, presents an outstanding opportunity to secure a modern residence that perfectly blends lifestyle, comfort, and convenience. Designed for effortless living, this modern apartment is ideal for first-home buyers, downsizers, and astute investors seeking strong rental appeal in a high-demand location.",53,Modern apartment;Secure complex;Well-maintained,3,Ray White Blacktown City,Niman Kayastha,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
92,2020712079,https://www.domain.com.au/11-cunningham-crescent-blacktown-nsw-2148-2020712079,domain.com.au,2026-08-18T06:00:00Z,"11 Cunningham Crescent, Blacktown",Blacktown,2148,1130000,2026-05-24,2026-05-24,0,Auction,143,House,3,1,1,1035.0,index,0,0,0,"Recently Refreshed Charming Family Home! This charming property offers the perfect combination of comfort, style, and functionality on an enormous 1035 m2 approximate parcel of land. With three bedrooms with built-in robes, each featuring stunning original wood flooring, this home exudes warmth and character from the moment you step inside. The formal lounge and dining rooms boast beautiful timber flooring, creating an inviting atmosphere.",64,Gas;Secure Parking;Fireplace(s);Swimming Pool;Floorboards;Built in wardrobes;Air conditioning,7,Century 21 All Aspects Real Estate,Sasha Szymon,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
